Timestamp,Station,WindDirection,WindSpeedMean_10min,WindSpeedLast10Min,WindGustMax,Temperature,MinTemp_10cm_6hr,DewPointTemp,SunshineDuration,GlobalRadiation,PrecipitationDuration,PrecipitationAmount,AirPressure,Visibility,CloudCover,RelativeHumidity,WeatherCode,WeatherCodeIndicator,Fog,Rain,Snow,Thunder,IceFormation
2023-01-01 00:00:00,275,220,100,90,150,153,     ,76,0,0,0,-1,10073,82,    8,59,   23,7,    0,    1,    0,    0,    0
2023-01-01 01:00:00,275,220,100,90,170,146,     ,77,0,0,0,-1,10078,83,    8,63,   81,7,    0,    1,    0,    0,    0
2023-01-01 02:00:00,275,210,90,90,140,150,     ,67,0,0,0,-1,10083,83,    8,57,   23,7,    0,    1,    0,    0,    0
2023-01-01 03:00:00,275,220,90,90,150,147,     ,64,0,0,0,0,10086,83,    8,57,     ,5,    0,    0,    0,    0,    0
2023-01-01 04:00:00,275,240,80,70,180,141,     ,72,0,0,0,-1,10096,83,    8,63,   23,7,    0,    1,    0,    0,    0
2023-01-01 05:00:00,275,230,70,100,150,140,  130,60,0,0,0,0,10101,83,    8,58,    2,7,    0,    0,    0,    0,    0
2023-01-01 06:00:00,275,230,90,80,160,132,     ,56,0,0,0,-1,10116,83,    8,59,   81,7,    0,    1,    0,    0,    0
2023-01-01 07:00:00,275,220,80,70,140,112,     ,62,0,0,7,1,10126,75,    8,71,   23,7,    0,    1,    0,    0,    0
2023-01-01 08:00:00,275,210,60,60,100,114,     ,64,0,4,0,0,10134,75,    8,71,    2,7,    0,    0,    0,    0,    0
2023-01-01 09:00:00,275,210,60,60,100,115,     ,74,0,23,0,0,10140,75,    8,76,     ,5,    0,    0,    0,    0,    0
2023-01-01 10:00:00,275,210,60,70,100,115,     ,84,0,24,0,-1,10138,70,    8,81,   23,7,    0,    1,    0,    0,    0
2023-01-01 11:00:00,275,200,60,50,110,116,  103,88,0,30,0,-1,10142,70,    8,82,   23,7,    0,    1,    0,    0,    0
2023-01-01 12:00:00,275,210,50,60,100,124,     ,92,3,45,0,0,10143,75,    8,80,     ,5,    0,    0,    0,    0,    0
2023-01-01 13:00:00,275,220,60,50,100,123,     ,85,0,25,0,0,10144,75,    8,77,     ,5,    0,    0,    0,    0,    0
2023-01-01 14:00:00,275,200,40,30,80,123,     ,85,0,9,0,0,10144,75,    8,77,     ,5,    0,    0,    0,    0,    0
2023-01-01 15:00:00,275,190,40,40,60,121,     ,81,0,2,0,0,10145,75,    8,76,     ,5,    0,    0,    0,    0,    0
2023-01-01 16:00:00,275,180,40,40,70,119,     ,82,0,0,0,0,10142,75,    8,77,     ,5,    0,    0,    0,    0,    0
2023-01-01 17:00:00,275,170,50,50,110,115,  111,88,0,0,0,-1,10140,66,    8,83,   57,7,    0,    1,    0,    0,    0
2023-01-01 18:00:00,275,170,40,40,70,104,     ,98,0,0,10,12,10136,56,    8,95,   62,7,    0,    1,    0,    0,    0
2023-01-01 19:00:00,275,160,40,40,60,103,     ,99,0,0,10,13,10127,59,    8,96,   62,7,    0,    1,    0,    0,    0
2023-01-01 20:00:00,275,170,40,50,70,104,     ,100,0,0,10,18,10120,58,    8,97,   58,7,    0,    1,    0,    0,    0
2023-01-01 21:00:00,275,170,40,40,60,104,     ,101,0,0,10,14,10113,57,    8,97,   62,7,    0,    1,    0,    0,    0
2023-01-01 22:00:00,275,180,40,50,70,108,     ,101,0,0,9,9,10104,60,    8,95,   51,7,    0,    1,    0,    0,    0
2023-01-01 23:00:00,275,180,50,50,80,109,  102,101,0,0,0,-1,10099,65,    8,95,   81,7,    0,    1,    0,    0,    0
2023-01-02 00:00:00,275,200,50,50,90,114,     ,102,0,0,0,-1,10093,65,    8,92,   23,7,    0,    1,    0,    0,    0
2023-01-02 01:00:00,275,180,40,40,70,118,     ,102,0,0,0,-1,10089,70,    8,90,   81,7,    0,    1,    0,    0,    0
2023-01-02 02:00:00,275,200,50,50,90,119,     ,108,0,0,9,6,10090,61,    8,92,   61,7,    0,    1,    0,    0,    0
2023-01-02 03:00:00,275,200,60,50,90,122,     ,110,0,0,4,2,10089,65,    8,92,   51,7,    0,    1,    0,    0,    0
2023-01-02 04:00:00,275,210,60,60,110,121,     ,111,0,0,6,2,10091,63,    8,93,   52,7,    0,    1,    0,    0,    0
2023-01-02 05:00:00,275,200,70,70,120,122,  107,109,0,0,0,-1,10094,65,    8,91,   51,7,    0,    1,    0,    0,    0
2023-01-02 06:00:00,275,270,70,60,140,102,     ,93,0,0,7,13,10111,65,    8,94,   81,7,    0,    1,    0,    0,    0
2023-01-02 07:00:00,275,250,50,40,90,93,     ,86,0,1,2,1,10128,65,    8,94,   23,7,    0,    1,    0,    0,    0
2023-01-02 08:00:00,275,260,50,50,80,90,     ,82,0,4,0,-1,10141,65,    8,94,   81,7,    0,    1,    0,    0,    0
2023-01-02 09:00:00,275,250,40,40,70,89,     ,79,0,11,0,-1,10154,65,    8,93,   23,7,    0,    1,    0,    0,    0
2023-01-02 10:00:00,275,240,40,40,80,88,     ,76,0,26,0,0,10157,65,    8,91,     ,5,    0,    0,    0,    0,    0
2023-01-02 11:00:00,275,230,40,40,70,92,   87,76,0,38,0,0,10162,70,    8,89,    2,7,    0,    0,    0,    0,    0
2023-01-02 12:00:00,275,220,40,40,70,92,     ,74,0,33,0,0,10166,70,    8,88,     ,5,    0,    0,    0,    0,    0
2023-01-02 13:00:00,275,210,40,40,70,88,     ,78,0,10,6,2,10170,60,    8,93,   81,7,    0,    1,    0,    0,    0
2023-01-02 14:00:00,275,220,40,40,60,87,     ,81,0,5,9,8,10178,57,    8,96,   51,7,    0,    1,    0,    0,    0
2023-01-02 15:00:00,275,240,30,40,60,82,     ,74,0,2,0,-1,10188,58,    7,94,   22,7,    0,    1,    0,    0,    0
2023-01-02 16:00:00,275,240,30,40,50,80,     ,73,0,0,0,-1,10196,59,    8,95,   51,7,    0,    1,    0,    0,    0
2023-01-02 17:00:00,275,250,30,30,60,77,   73,71,0,0,3,1,10204,58,    8,96,   23,7,    0,    1,    0,    0,    0
2023-01-02 18:00:00,275,240,30,30,50,61,     ,58,0,0,0,0,10216,50,    5,97,   10,7,    0,    0,    0,    0,    0
2023-01-02 19:00:00,275,230,30,30,50,62,     ,56,0,0,0,0,10226,65,    7,96,     ,5,    0,    0,    0,    0,    0
2023-01-02 20:00:00,275,230,30,30,40,47,     ,44,0,0,0,0,10234,26,    1,97,   10,7,    0,    0,    0,    0,    0
2023-01-02 21:00:00,275,220,20,20,40,38,     ,36,0,0,0,0,10239,21,    0,98,   10,7,    0,    0,    0,    0,    0
2023-01-02 22:00:00,275,210,30,30,40,48,     ,44,0,0,0,0,10246,19,    5,97,   10,7,    0,    0,    0,    0,    0
2023-01-02 23:00:00,275,220,30,20,40,32,   17,32,0,0,0,0,10252,2,    2,100,   34,7,    1,    0,    0,    0,    0
2023-01-03 00:00:00,275,210,20,20,30,40,     ,39,0,0,0,0,10255,0,    8,99,   34,7,    1,    0,    0,    0,    0
2023-01-03 01:00:00,275,230,20,10,30,48,     ,48,0,0,0,0,10260,1,    9,100,   32,7,    1,    0,    0,    0,    0
2023-01-03 02:00:00,275,190,20,20,50,46,     ,46,0,0,0,0,10260,1,    9,99,   33,7,    1,    0,    0,    0,    0
2023-01-03 03:00:00,275,210,30,30,60,50,     ,47,0,0,0,0,10259,16,    8,98,   20,7,    1,    0,    0,    0,    0
2023-01-03 04:00:00,275,200,30,40,60,45,     ,42,0,0,0,0,10264,14,    8,98,   20,7,    1,    0,    0,    0,    0
2023-01-03 05:00:00,275,180,30,20,50,32,   15,29,0,0,0,0,10264,13,    1,98,   10,7,    0,    0,    0,    0,    0
2023-01-03 06:00:00,275,140,20,20,30,27,     ,24,0,0,0,0,10261,23,    7,97,   10,7,    0,    0,    0,    0,    0
2023-01-03 07:00:00,275,130,20,20,30,30,     ,26,0,1,0,0,10262,28,    8,97,   10,7,    0,    0,    0,    0,    0
2023-01-03 08:00:00,275,160,30,30,40,45,     ,43,0,7,0,-1,10265,31,    8,98,   52,7,    0,    1,    0,    0,    0
2023-01-03 09:00:00,275,190,40,30,70,57,     ,53,0,10,0,-1,10265,32,    8,97,   22,7,    0,    1,    0,    0,    0
2023-01-03 10:00:00,275,190,40,40,70,64,     ,60,0,15,0,0,10263,40,    8,96,   10,7,    0,    0,    0,    0,    0
2023-01-03 11:00:00,275,210,40,40,70,69,   17,64,0,11,0,-1,10260,29,    8,96,   52,7,    0,    1,    0,    0,    0
2023-01-03 12:00:00,275,200,40,40,70,73,     ,63,0,11,0,-1,10254,61,    8,93,   22,7,    0,    1,    0,    0,    0
2023-01-03 13:00:00,275,200,50,60,90,76,     ,58,0,17,0,0,10251,70,    8,88,     ,5,    0,    0,    0,    0,    0
2023-01-03 14:00:00,275,200,50,50,90,76,     ,52,5,15,0,0,10250,70,    8,84,    2,7,    0,    0,    0,    0,    0
2023-01-03 15:00:00,275,180,40,40,70,69,     ,50,0,2,0,0,10248,70,    8,87,     ,5,    0,    0,    0,    0,    0
2023-01-03 16:00:00,275,180,50,50,80,71,     ,51,0,0,0,0,10244,70,    8,86,     ,5,    0,    0,    0,    0,    0
2023-01-03 17:00:00,275,180,60,60,90,76,   62,51,0,0,0,0,10239,70,    8,84,    2,7,    0,    0,    0,    0,    0
2023-01-03 18:00:00,275,190,60,60,110,78,     ,51,0,0,0,0,10231,70,    8,83,     ,5,    0,    0,    0,    0,    0
2023-01-03 19:00:00,275,180,60,70,110,77,     ,51,0,0,0,0,10223,70,    8,83,     ,5,    0,    0,    0,    0,    0
2023-01-03 20:00:00,275,180,70,70,110,78,     ,51,0,0,0,0,10218,70,    8,82,     ,5,    0,    0,    0,    0,    0
2023-01-03 21:00:00,275,190,70,70,120,80,     ,51,0,0,0,0,10207,70,    8,82,     ,5,    0,    0,    0,    0,    0
2023-01-03 22:00:00,275,190,80,80,130,83,     ,53,0,0,0,0,10201,70,    8,81,     ,5,    0,    0,    0,    0,    0
2023-01-03 23:00:00,275,190,80,70,120,81,   72,61,0,0,6,2,10187,70,    8,86,   81,7,    0,    1,    0,    0,    0
2023-01-04 00:00:00,275,180,70,70,110,79,     ,71,0,0,10,19,10175,42,    8,94,   62,7,    0,    1,    0,    0,    0
2023-01-04 01:00:00,275,190,90,90,150,84,     ,78,0,0,10,22,10165,57,    8,95,   61,7,    0,    1,    0,    0,    0
2023-01-04 02:00:00,275,200,90,90,140,90,     ,83,0,0,10,6,10156,62,    8,95,   57,7,    0,    1,    0,    0,    0
2023-01-04 03:00:00,275,210,90,90,140,94,     ,88,0,0,4,1,10151,57,    8,95,   81,7,    0,    1,    0,    0,    0
2023-01-04 04:00:00,275,210,80,80,140,102,     ,94,0,0,0,-1,10146,59,    8,94,   23,7,    0,    1,    0,    0,    0
2023-01-04 05:00:00,275,210,80,80,130,104,   77,97,0,0,9,4,10139,43,    8,95,   52,7,    0,    1,    0,    0,    0
2023-01-04 06:00:00,275,220,90,90,140,108,     ,100,0,0,9,28,10137,65,    8,94,   81,7,    0,    1,    0,    0,    0
2023-01-04 07:00:00,275,210,90,80,140,108,     ,100,0,1,10,15,10130,46,    8,94,   52,7,    0,    1,    0,    0,    0
2023-01-04 08:00:00,275,220,80,90,140,109,     ,104,0,2,10,21,10130,40,    8,96,   82,7,    0,    1,    0,    0,    0
2023-01-04 09:00:00,275,220,90,100,150,112,     ,107,0,8,10,18,10132,40,    8,96,   52,7,    0,    1,    0,    0,    0
2023-01-04 10:00:00,275,230,90,80,140,115,     ,110,0,12,10,18,10132,49,    8,96,   52,7,    0,    1,    0,    0,    0
2023-01-04 11:00:00,275,230,90,100,150,117,  102,111,0,14,10,14,10125,44,    8,95,   52,7,    0,    1,    0,    0,    0
2023-01-04 12:00:00,275,230,100,100,170,124,     ,107,0,21,0,-1,10122,70,    8,89,   22,7,    0,    1,    0,    0,    0
2023-01-04 13:00:00,275,240,90,90,170,126,     ,105,0,22,0,0,10122,70,    8,87,     ,5,    0,    0,    0,    0,    0
2023-01-04 14:00:00,275,240,90,80,160,124,     ,100,0,11,0,0,10122,70,    8,84,    2,7,    0,    0,    0,    0,    0
2023-01-04 15:00:00,275,240,80,90,140,120,     ,96,0,2,0,0,10123,70,    8,85,     ,5,    0,    0,    0,    0,    0
2023-01-04 16:00:00,275,240,80,80,140,119,     ,94,0,0,0,0,10122,70,    8,84,     ,5,    0,    0,    0,    0,    0
2023-01-04 17:00:00,275,250,90,80,150,117,  114,86,0,0,0,0,10128,70,    8,81,    2,7,    0,    0,    0,    0,    0
2023-01-04 18:00:00,275,250,80,90,130,113,     ,88,0,0,0,-1,10130,65,    8,84,   23,7,    0,    1,    0,    0,    0
2023-01-04 19:00:00,275,250,90,80,160,113,     ,87,0,0,2,1,10135,63,    8,84,   23,7,    0,    1,    0,    0,    0
2023-01-04 20:00:00,275,250,80,80,140,115,     ,78,0,0,0,-1,10135,67,    8,77,   23,7,    0,    1,    0,    0,    0
2023-01-04 21:00:00,275,250,80,70,160,111,     ,79,0,0,3,1,10141,66,    8,80,   23,7,    0,    1,    0,    0,    0
2023-01-04 22:00:00,275,250,80,70,130,109,     ,76,0,0,0,0,10146,67,    8,79,     ,5,    0,    0,    0,    0,    0
2023-01-04 23:00:00,275,260,70,60,130,105,   98,72,0,0,0,0,10150,67,    5,80,    1,7,    0,    0,    0,    0,    0
2023-01-05 00:00:00,275,250,60,60,120,101,     ,71,0,0,0,0,10151,68,    8,81,     ,5,    0,    0,    0,    0,    0
2023-01-05 01:00:00,275,250,50,50,100,104,     ,71,0,0,0,0,10158,67,    8,80,     ,5,    0,    0,    0,    0,    0
2023-01-05 02:00:00,275,250,50,60,90,103,     ,74,0,0,0,-1,10159,66,    8,82,   23,7,    0,    1,    0,    0,    0
2023-01-05 03:00:00,275,260,70,60,130,103,     ,76,0,0,0,-1,10160,62,    8,83,   23,7,    0,    1,    0,    0,    0
2023-01-05 04:00:00,275,250,60,50,120,102,     ,75,0,0,0,-1,10163,66,    8,83,   23,7,    0,    1,    0,    0,    0
2023-01-05 05:00:00,275,250,40,40,80,98,   94,77,0,0,0,0,10171,68,    8,86,    2,7,    0,    0,    0,    0,    0
2023-01-05 06:00:00,275,250,40,40,80,101,     ,77,0,0,0,0,10177,66,    8,85,     ,5,    0,    0,    0,    0,    0
2023-01-05 07:00:00,275,260,50,50,80,102,     ,77,0,1,0,-1,10182,66,    8,84,   23,7,    0,    1,    0,    0,    0
2023-01-05 08:00:00,275,260,50,50,80,102,     ,75,0,5,0,0,10189,68,    8,83,    2,7,    0,    0,    0,    0,    0
2023-01-05 09:00:00,275,260,50,50,90,102,     ,76,0,13,0,0,10197,67,    8,83,     ,5,    0,    0,    0,    0,    0
2023-01-05 10:00:00,275,250,50,50,80,104,     ,77,0,21,0,0,10200,66,    8,83,     ,5,    0,    0,    0,    0,    0
2023-01-05 11:00:00,275,250,40,50,70,107,   97,78,0,30,0,0,10199,67,    8,82,    2,7,    0,    0,    0,    0,    0
2023-01-05 12:00:00,275,250,40,40,70,113,     ,78,2,51,0,0,10197,69,    7,79,     ,5,    0,    0,    0,    0,    0
2023-01-05 13:00:00,275,240,50,50,80,106,     ,74,3,27,0,0,10198,68,    7,80,     ,5,    0,    0,    0,    0,    0
2023-01-05 14:00:00,275,220,50,50,90,104,     ,79,5,13,0,0,10200,64,    8,84,     ,5,    0,    0,    0,    0,    0
2023-01-05 15:00:00,275,210,40,30,70,100,     ,86,0,2,0,-1,10198,60,    8,91,   23,7,    0,    1,    0,    0,    0
2023-01-05 16:00:00,275,200,40,50,70,95,     ,83,0,0,0,-1,10195,61,    8,92,   23,7,    0,    1,    0,    0,    0
2023-01-05 17:00:00,275,190,40,40,70,93,   92,89,0,0,3,2,10192,36,    8,97,   58,7,    0,    1,    0,    0,    0
2023-01-05 18:00:00,275,200,40,40,70,97,     ,94,0,0,1,1,10186,35,    8,97,   23,7,    0,    1,    0,    0,    0
2023-01-05 19:00:00,275,210,40,40,60,102,     ,98,0,0,0,0,10186,33,    8,97,   10,7,    0,    0,    0,    0,    0
2023-01-05 20:00:00,275,220,50,50,90,105,     ,99,0,0,0,0,10183,50,    8,95,   10,7,    0,    0,    0,    0,    0
2023-01-05 21:00:00,275,220,50,50,80,103,     ,93,0,0,0,0,10181,63,    8,93,     ,5,    0,    0,    0,    0,    0
2023-01-05 22:00:00,275,220,50,40,100,101,     ,87,0,0,0,0,10178,70,    8,90,     ,5,    0,    0,    0,    0,    0
2023-01-05 23:00:00,275,220,50,60,90,101,   92,88,0,0,0,-1,10174,65,    8,91,   51,7,    0,    1,    0,    0,    0
2023-01-06 00:00:00,275,210,60,60,90,100,     ,88,0,0,1,1,10171,62,    8,92,   51,7,    0,    1,    0,    0,    0
2023-01-06 01:00:00,275,210,60,50,100,103,     ,85,0,0,0,-1,10168,70,    8,88,   22,7,    0,    1,    0,    0,    0
2023-01-06 02:00:00,275,220,60,60,100,101,     ,81,0,0,0,0,10161,70,    8,87,    2,7,    0,    0,    0,    0,    0
2023-01-06 03:00:00,275,200,60,60,90,103,     ,78,0,0,0,0,10156,70,    8,84,     ,5,    0,    0,    0,    0,    0
2023-01-06 04:00:00,275,200,70,80,120,105,     ,74,0,0,0,0,10145,70,    8,81,     ,5,    0,    0,    0,    0,    0
2023-01-06 05:00:00,275,210,80,70,130,105,   97,77,0,0,0,0,10144,70,    8,82,    2,7,    0,    0,    0,    0,    0
2023-01-06 06:00:00,275,220,80,90,140,105,     ,79,0,0,0,-1,10143,70,    8,83,   23,7,    0,    1,    0,    0,    0
2023-01-06 07:00:00,275,230,80,80,140,97,     ,89,0,0,6,8,10150,58,    8,95,   52,7,    0,    1,    0,    0,    0
2023-01-06 08:00:00,275,250,60,50,130,100,     ,88,0,8,1,3,10160,65,    8,92,   23,7,    0,    1,    0,    0,    0
2023-01-06 09:00:00,275,240,50,40,90,95,     ,83,0,26,0,0,10168,65,    7,92,     ,5,    0,    0,    0,    0,    0
2023-01-06 10:00:00,275,250,50,60,100,106,     ,76,10,76,0,0,10170,70,    6,81,     ,5,    0,    0,    0,    0,    0
2023-01-06 11:00:00,275,240,60,60,90,104,   93,65,10,71,0,0,10170,75,    8,77,    3,7,    0,    0,    0,    0,    0
2023-01-06 12:00:00,275,240,60,60,90,107,     ,63,10,68,0,0,10166,75,    8,74,     ,5,    0,    0,    0,    0,    0
2023-01-06 13:00:00,275,230,50,60,90,108,     ,49,10,67,0,0,10167,80,    8,66,     ,5,    0,    0,    0,    0,    0
2023-01-06 14:00:00,275,230,50,50,90,100,     ,49,7,16,0,0,10167,75,    8,70,     ,5,    0,    0,    0,    0,    0
2023-01-06 15:00:00,275,210,30,30,80,90,     ,53,0,2,0,0,10168,75,    8,77,     ,5,    0,    0,    0,    0,    0
2023-01-06 16:00:00,275,210,30,40,60,95,     ,63,0,0,0,0,10165,75,    8,80,     ,5,    0,    0,    0,    0,    0
2023-01-06 17:00:00,275,190,30,20,70,97,   79,69,0,0,0,0,10167,70,    8,83,     ,5,    0,    0,    0,    0,    0
2023-01-06 18:00:00,275,190,30,30,50,100,     ,85,0,0,0,0,10165,70,    8,90,     ,5,    0,    0,    0,    0,    0
2023-01-06 19:00:00,275,200,40,40,60,104,     ,91,0,0,0,0,10162,65,    8,91,     ,5,    0,    0,    0,    0,    0
2023-01-06 20:00:00,275,200,50,50,70,104,     ,98,0,0,3,5,10159,61,    8,95,   23,7,    0,    1,    0,    0,    0
2023-01-06 21:00:00,275,220,50,50,90,105,     ,100,0,0,1,1,10160,57,    8,96,   23,7,    0,    1,    0,    0,    0
2023-01-06 22:00:00,275,210,50,50,80,107,     ,98,0,0,0,0,10160,58,    8,94,   10,7,    0,    0,    0,    0,    0
2023-01-06 23:00:00,275,200,50,50,90,103,   93,98,0,0,4,8,10158,33,    8,96,   53,7,    0,    1,    0,    0,    0
2023-01-07 00:00:00,275,190,50,60,80,102,     ,95,0,0,2,1,10153,59,    8,95,   22,7,    0,    1,    0,    0,    0
2023-01-07 01:00:00,275,190,50,50,70,102,     ,91,0,0,0,0,10151,64,    8,92,     ,5,    0,    0,    0,    0,    0
2023-01-07 02:00:00,275,190,50,50,90,101,     ,88,0,0,0,0,10148,65,    8,92,    2,7,    0,    0,    0,    0,    0
2023-01-07 03:00:00,275,180,50,50,80,98,     ,85,0,0,0,0,10143,65,    8,91,     ,5,    0,    0,    0,    0,    0
2023-01-07 04:00:00,275,180,50,50,80,95,     ,82,0,0,0,0,10136,65,    8,92,     ,5,    0,    0,    0,    0,    0
2023-01-07 05:00:00,275,180,50,50,80,99,   89,82,0,0,0,0,10132,70,    8,89,    2,7,    0,    0,    0,    0,    0
2023-01-07 06:00:00,275,190,50,50,90,101,     ,76,0,0,0,0,10126,70,    8,84,     ,5,    0,    0,    0,    0,    0
2023-01-07 07:00:00,275,190,60,50,90,103,     ,68,0,1,0,0,10121,75,    8,78,     ,5,    0,    0,    0,    0,    0
2023-01-07 08:00:00,275,180,60,60,100,104,     ,65,0,11,0,0,10118,75,    8,76,     ,5,    0,    0,    0,    0,    0
2023-01-07 09:00:00,275,180,60,60,100,106,     ,64,0,23,0,0,10113,75,    8,75,     ,5,    0,    0,    0,    0,    0
2023-01-07 10:00:00,275,170,60,60,110,113,     ,62,0,38,0,0,10101,75,    7,71,     ,5,    0,    0,    0,    0,    0
2023-01-07 11:00:00,275,180,70,70,130,114,   93,52,7,71,0,0,10090,80,    7,65,     ,5,    0,    0,    0,    0,    0
2023-01-07 12:00:00,275,180,80,80,140,116,     ,51,10,73,0,0,10077,83,    8,64,     ,5,    0,    0,    0,    0,    0
2023-01-07 13:00:00,275,170,90,90,140,112,     ,50,10,50,0,0,10067,80,    8,65,     ,5,    0,    0,    0,    0,    0
2023-01-07 14:00:00,275,160,70,60,120,106,     ,52,10,22,0,0,10060,80,    8,69,     ,5,    0,    0,    0,    0,    0
2023-01-07 15:00:00,275,170,70,60,100,105,     ,53,0,4,0,0,10054,75,    8,70,     ,5,    0,    0,    0,    0,    0
2023-01-07 16:00:00,275,170,70,70,130,102,     ,54,0,0,0,-1,10049,75,    8,72,   51,7,    0,    1,    0,    0,    0
2023-01-07 17:00:00,275,170,70,80,110,86,   84,68,0,0,9,13,10047,56,    8,88,   82,7,    0,    1,    0,    0,    0
2023-01-07 18:00:00,275,170,50,50,80,89,     ,68,0,0,2,2,10042,70,    8,86,   23,7,    0,    1,    0,    0,    0
2023-01-07 19:00:00,275,190,60,60,120,96,     ,62,0,0,0,0,10039,75,    8,79,     ,5,    0,    0,    0,    0,    0
2023-01-07 20:00:00,275,190,70,70,110,100,     ,65,0,0,0,-1,10034,75,    8,79,   81,7,    0,    1,    0,    0,    0
2023-01-07 21:00:00,275,190,70,70,120,101,     ,70,0,0,0,-1,10033,70,    8,81,   23,7,    0,    1,    0,    0,    0
2023-01-07 22:00:00,275,180,70,60,100,100,     ,72,0,0,0,0,10031,70,    8,82,     ,5,    0,    0,    0,    0,    0
2023-01-07 23:00:00,275,180,70,60,110,96,   83,75,0,0,0,-1,10029,70,    8,86,   57,7,    0,    1,    0,    0,    0
2023-01-08 00:00:00,275,190,60,70,120,101,     ,71,0,0,0,-1,10023,70,    8,82,   23,7,    0,    1,    0,    0,    0
2023-01-08 01:00:00,275,180,50,40,100,98,     ,71,0,0,0,-1,10022,70,    8,83,   81,7,    0,    1,    0,    0,    0
2023-01-08 02:00:00,275,180,60,50,90,97,     ,72,0,0,5,1,10017,70,    8,84,   51,7,    0,    1,    0,    0,    0
2023-01-08 03:00:00,275,190,60,60,100,81,     ,66,0,0,8,4,10019,70,    8,89,   81,7,    0,    1,    0,    0,    0
2023-01-08 04:00:00,275,180,50,50,90,78,     ,64,0,0,0,-1,10014,70,    8,90,   51,7,    0,    1,    0,    0,    0
2023-01-08 05:00:00,275,190,40,50,90,80,   75,63,0,0,0,-1,10013,70,    8,88,   22,7,    0,    1,    0,    0,    0
2023-01-08 06:00:00,275,190,40,40,70,73,     ,55,0,0,0,0,10016,70,    1,88,     ,5,    0,    0,    0,    0,    0
2023-01-08 07:00:00,275,190,40,50,70,70,     ,43,0,1,0,0,10014,70,    6,83,     ,5,    0,    0,    0,    0,    0
2023-01-08 08:00:00,275,190,50,50,90,73,     ,40,7,17,0,0,10010,75,    1,79,     ,5,    0,    0,    0,    0,    0
2023-01-08 09:00:00,275,190,60,50,90,80,     ,48,7,42,0,0,10008,75,    4,80,     ,5,    0,    0,    0,    0,    0
2023-01-08 10:00:00,275,190,60,60,100,88,     ,54,10,74,0,0,10002,75,    1,79,     ,5,    0,    0,    0,    0,    0
2023-01-08 11:00:00,275,180,70,70,120,93,   62,55,10,89,0,0,9994,75,    1,76,     ,5,    0,    0,    0,    0,    0
2023-01-08 12:00:00,275,200,60,70,100,97,     ,53,10,83,0,0,9988,75,    3,73,     ,5,    0,    0,    0,    0,    0
2023-01-08 13:00:00,275,200,70,60,120,96,     ,48,5,39,0,0,9982,75,    7,72,     ,5,    0,    0,    0,    0,    0
2023-01-08 14:00:00,275,190,60,60,100,92,     ,44,8,22,0,0,9977,75,    4,71,     ,5,    0,    0,    0,    0,    0
2023-01-08 15:00:00,275,190,50,40,90,81,     ,38,0,6,0,0,9972,75,    0,74,     ,5,    0,    0,    0,    0,    0
2023-01-08 16:00:00,275,170,40,40,70,75,     ,39,0,0,0,0,9971,75,    2,77,     ,5,    0,    0,    0,    0,    0
2023-01-08 17:00:00,275,170,50,40,110,80,   65,42,0,0,0,0,9964,75,    7,76,     ,5,    0,    0,    0,    0,    0
2023-01-08 18:00:00,275,160,40,40,70,74,     ,40,0,0,0,0,9956,75,    4,79,     ,5,    0,    0,    0,    0,    0
2023-01-08 19:00:00,275,160,50,40,90,71,     ,41,0,0,0,0,9949,70,    3,81,     ,5,    0,    0,    0,    0,    0
2023-01-08 20:00:00,275,170,50,50,90,76,     ,43,0,0,0,0,9940,75,    5,79,     ,5,    0,    0,    0,    0,    0
2023-01-08 21:00:00,275,170,50,50,100,77,     ,47,0,0,0,0,9934,75,    8,80,     ,5,    0,    0,    0,    0,    0
2023-01-08 22:00:00,275,180,50,50,90,78,     ,58,0,0,3,1,9928,70,    8,87,   51,7,    0,    1,    0,    0,    0
2023-01-08 23:00:00,275,200,50,40,110,69,   62,57,0,0,10,23,9933,65,    8,92,   82,7,    0,    1,    0,    0,    0
2023-01-09 00:00:00,275,210,40,40,70,63,     ,48,0,0,0,-1,9936,70,    8,90,   23,7,    0,    1,    0,    0,    0
2023-01-09 01:00:00,275,200,40,40,60,53,     ,45,0,0,0,0,9939,65,    7,94,     ,5,    0,    0,    0,    0,    0
2023-01-09 02:00:00,275,210,50,50,70,51,     ,44,0,0,0,0,9940,65,    5,95,    1,7,    0,    0,    0,    0,    0
2023-01-09 03:00:00,275,190,40,40,70,48,     ,41,0,0,0,0,9939,65,    7,95,     ,5,    0,    0,    0,    0,    0
2023-01-09 04:00:00,275,180,40,40,70,47,     ,39,0,0,0,0,9944,65,    6,94,     ,5,    0,    0,    0,    0,    0
2023-01-09 05:00:00,275,180,50,40,80,51,   40,41,0,0,0,-1,9940,65,    8,93,   22,7,    0,    1,    0,    0,    0
2023-01-09 06:00:00,275,170,50,50,90,59,     ,44,0,0,0,-1,9939,70,    8,90,   81,7,    0,    1,    0,    0,    0
2023-01-09 07:00:00,275,180,50,50,90,61,     ,49,0,1,6,6,9941,57,    8,91,   81,7,    0,    1,    0,    0,    0
2023-01-09 08:00:00,275,210,70,70,140,59,     ,50,0,2,9,9,9946,60,    8,93,   61,7,    0,    1,    0,    0,    0
2023-01-09 09:00:00,275,220,70,70,120,63,     ,55,0,10,9,7,9957,58,    8,94,   62,7,    0,    1,    0,    0,    0
